Id,Course_Id,Course_Name,Sentiment,Review_Text,Instructor_Name,Difficulty_Level,Workload,Course_Year
8013,DS,Data Science,positive,This Data Science course was engaging.,Mr. Abhay Kumar,Easy,Low,2024
8014,LI,Literature,neutral,This Literature course was decent.,Ms. Ruchika Gupta C,Moderate,Medium,2023
8015,CS,Computer Science,positive,This Computer Science course was great.,Ms. Kalyani Jha,Difficult,High,2023
8016,SO,Sociology,negative,This Sociology course was difficult.,Ms. Divya P D,Easy,Low,2023
8017,CH,Chemistry,positive,This Chemistry course was excellent.,Ms. Divya P D,Difficult,Medium,2024
8018,PH,Physics,neutral,This Physics course was so-so.,Ms. Arpita S C,Difficult,High,2024
8019,SE,Software Engineering,negative,This Software Engineering course was boring.,Ms. Ruchika Gupta C,Difficult,Low,2023
8020,CH,Chemistry,neutral,This Chemistry course was fair.,Ms. Syed Humera B,Moderate,Low,2024
8021,DS,Data Science,positive,This Data Science course was interesting.,Mr. Amitesh Jha,Easy,Medium,2024
8022,SE,Software Engineering,negative,This Software Engineering course was boring.,Dr. Jones,Moderate,Low,2024
8023,PS,Political Science,negative,This Political Science course was unclear.,Mr. Aditya Kumar,Difficult,Low,2023
8024,CH,Chemistry,positive,This Chemistry course was engaging.,Mr. Kunal Taneja,Easy,Medium,2024
8025,MA,Mathematics,negative,This Mathematics course was difficult.,Prof. Smith,Moderate,High,2024
8026,CH,Chemistry,neutral,This Chemistry course was so-so.,Mr. Davis,Easy,High,2024
8027,DS,Data Science,neutral,This Data Science course was decent.,Mr. Aditya Kumar,Moderate,High,2023
8028,MA,Mathematics,neutral,This Mathematics course was okay.,Ms. Ruchika Gupta C,Difficult,High,2024
8029,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Ms. Aiman Syed C,Difficult,Low,2023
8030,BI,Biology,neutral,This Biology course was so-so.,Ms. Kalyani Jha,Moderate,Medium,2023
8031,PH,Physics,positive,This Physics course was excellent.,Mr. Amitesh Jha,Easy,Low,2024
8032,ML,Machine Learning,positive,This Machine Learning course was excellent.,Prof. Johnson,Moderate,High,2023
8033,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Mr. Mohit Jain,Easy,Medium,2024
8034,BI,Biology,neutral,This Biology course was okay.,Prof. Johnson,Easy,Medium,2023
8035,SE,Software Engineering,negative,This Software Engineering course was difficult.,Mr. Abhay Kumar,Difficult,Low,2024
8036,AI,Artificial Intelligence,positive,This Artificial Intelligence course was excellent.,Mr. Aditya Kumar,Moderate,Medium,2024
8037,SE,Software Engineering,positive,This Software Engineering course was engaging.,Dr. Jones,Moderate,High,2023
8038,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unorganized.,Ms. Kalyani Jha,Easy,High,2023
8039,AI,Artificial Intelligence,positive,This Artificial Intelligence course was engaging.,Mr. Kunal Taneja,Difficult,Medium,2024
8040,SE,Software Engineering,positive,This Software Engineering course was engaging.,Ms. Brown,Moderate,Medium,2023
8041,PS,Psychology,neutral,This Psychology course was average.,Ms. Dhanya Patil D,Moderate,Low,2024
8042,CS,Computer Science,negative,This Computer Science course was boring.,Mr. Aditya Kumar,Difficult,Low,2023
8043,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was so-so.,Ms. Kalyani Jha,Easy,Low,2024
8044,CS,Computer Science,neutral,This Computer Science course was okay.,Ms. Mukul S,Difficult,Low,2024
8045,PH,Physics,positive,This Physics course was excellent.,Ms. Ishu C,Moderate,Low,2023
8046,PS,Political Science,negative,This Political Science course was unorganized.,Prof. Smith,Easy,High,2023
8047,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Ms. Syed Humera B,Moderate,Medium,2024
8048,CS,Computer Science,positive,This Computer Science course was engaging.,Ms. Ishu C,Moderate,High,2023
8049,LI,Literature,neutral,This Literature course was okay.,Ms. Aiman Syed C,Difficult,High,2023
8050,SO,Sociology,neutral,This Sociology course was average.,Ms. Rashi A,Easy,Low,2024
8051,ML,Machine Learning,neutral,This Machine Learning course was decent.,Mr. Mohit Jain,Moderate,Medium,2024
8052,SE,Software Engineering,positive,This Software Engineering course was informative.,Ms. Rashi A,Moderate,Medium,2023
8053,EC,Economics,positive,This Economics course was interesting.,Ms. Monika P,Moderate,Low,2023
8054,EC,Economics,neutral,This Economics course was fair.,Ms. Ruchika Gupta C,Moderate,High,2024
8055,PS,Psychology,positive,This Psychology course was excellent.,Mr. Aditya Kumar,Easy,Low,2024
8056,PS,Psychology,neutral,This Psychology course was decent.,Prof. Johnson,Easy,Medium,2023
8057,CS,Computer Science,positive,This Computer Science course was interesting.,Ms. Kalyani Jha,Moderate,Low,2023
8058,CH,Chemistry,neutral,This Chemistry course was so-so.,Ms. Rashi A,Easy,Low,2023
8059,EC,Economics,neutral,This Economics course was okay.,Mr. Davis,Difficult,Low,2023
8060,PS,Political Science,negative,This Political Science course was unclear.,Mr. Davis,Moderate,Medium,2023
8061,HI,History,neutral,This History course was decent.,Ms. Kalyani Jha,Easy,High,2023
8062,MA,Mathematics,positive,This Mathematics course was informative.,Ms. Kalyani Jha,Difficult,High,2023
8063,EC,Economics,negative,This Economics course was difficult.,Ms. Ruchika Gupta C,Difficult,High,2023
8064,ML,Machine Learning,neutral,This Machine Learning course was so-so.,Ms. Arpita S C,Moderate,Low,2024
8065,PH,Physics,negative,This Physics course was unorganized.,Mr. Amitesh Jha,Difficult,High,2024
8066,CS,Computer Science,negative,This Computer Science course was difficult.,Mr. Kunal Taneja,Easy,Low,2023
8067,PS,Psychology,positive,This Psychology course was engaging.,Ms. Monika P,Difficult,Medium,2023
8068,LI,Literature,neutral,This Literature course was okay.,Ms. Dhanya Patil D,Easy,Medium,2024
8069,AI,Artificial Intelligence,positive,This Artificial Intelligence course was great.,Mr. Davis,Difficult,Low,2023
8070,MA,Mathematics,neutral,This Mathematics course was so-so.,Ms. Monika P,Moderate,Low,2024
8071,AI,Artificial Intelligence,positive,This Artificial Intelligence course was interesting.,Ms. Dhanya Patil D,Moderate,Medium,2024
8072,SE,Software Engineering,positive,This Software Engineering course was excellent.,Ms. Dhanya Patil D,Easy,Low,2023
8073,LI,Literature,negative,This Literature course was difficult.,Ms. Mukul S,Moderate,High,2023
8074,PH,Physics,negative,This Physics course was difficult.,Dr. Jones,Moderate,Medium,2023
8075,PS,Political Science,positive,This Political Science course was interesting.,Prof. Smith,Easy,Medium,2023
8076,EC,Economics,positive,This Economics course was engaging.,Prof. Smith,Easy,Medium,2023
8077,MA,Mathematics,negative,This Mathematics course was unorganized.,Mr. Mohit Jain,Easy,Medium,2024
8078,LI,Literature,positive,This Literature course was interesting.,Ms. Ishu C,Easy,High,2023
8079,EC,Economics,neutral,This Economics course was fair.,Ms. Mukul S,Difficult,High,2024
8080,HI,History,neutral,This History course was average.,Ms. Syed Humera B,Moderate,Medium,2023
8081,SO,Sociology,negative,This Sociology course was disappointing.,Mr. Aditya Kumar,Easy,Medium,2023
8082,MA,Mathematics,positive,This Mathematics course was interesting.,Mr. Davis,Moderate,Medium,2023
8083,SO,Sociology,positive,This Sociology course was engaging.,Mr. Davis,Moderate,High,2024
8084,BI,Biology,negative,This Biology course was difficult.,Mr. Davis,Difficult,High,2024
8085,ML,Machine Learning,positive,This Machine Learning course was informative.,Mr. Kunal Taneja,Moderate,Medium,2023
8086,BI,Biology,negative,This Biology course was disappointing.,Ms. Divya P D,Easy,Medium,2023
8087,CH,Chemistry,neutral,This Chemistry course was fair.,Ms. Monika P,Easy,High,2024
8088,HI,History,neutral,This History course was average.,Ms. Mukul S,Difficult,Medium,2024
8089,DS,Data Science,positive,This Data Science course was excellent.,Ms. Dhanya Patil D,Easy,High,2024
8090,HI,History,negative,This History course was unorganized.,Mr. Mohit Jain,Easy,Medium,2024
8091,LI,Literature,positive,This Literature course was informative.,Mr. Abhay Kumar,Difficult,Medium,2024
8092,DS,Data Science,negative,This Data Science course was difficult.,Ms. Syed Humera B,Easy,Medium,2023
8093,EC,Economics,neutral,This Economics course was okay.,Mr. Aditya Kumar,Difficult,High,2024
8094,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Ms. Divya P D,Easy,High,2023
8095,SE,Software Engineering,neutral,This Software Engineering course was average.,Prof. Smith,Moderate,Low,2023
8096,BI,Biology,positive,This Biology course was great.,Prof. Johnson,Difficult,High,2024
8097,PS,Political Science,neutral,This Political Science course was fair.,Ms. Brown,Difficult,High,2023
8098,DS,Data Science,negative,This Data Science course was unorganized.,Ms. Arpita S C,Easy,Low,2024
8099,MA,Mathematics,neutral,This Mathematics course was so-so.,Dr. Jones,Easy,Medium,2024
8100,CS,Computer Science,positive,This Computer Science course was excellent.,Ms. Mukul S,Moderate,High,2023
8101,MA,Mathematics,positive,This Mathematics course was great.,Ms. Divya P D,Moderate,Low,2024
8102,AI,Artificial Intelligence,negative,This Artificial Intelligence course was boring.,Ms. Arpita S C,Easy,Medium,2024
8103,MA,Mathematics,neutral,This Mathematics course was average.,Ms. Syed Humera B,Difficult,Medium,2024
8104,EC,Economics,positive,This Economics course was engaging.,Ms. Ruchika Gupta C,Difficult,High,2023
8105,PH,Physics,positive,This Physics course was interesting.,Ms. Syed Humera B,Difficult,High,2023
8106,SE,Software Engineering,negative,This Software Engineering course was boring.,Mr. Aditya Kumar,Easy,High,2024
8107,LI,Literature,positive,This Literature course was great.,Ms. Ishu C,Moderate,Low,2023
8108,PS,Psychology,positive,This Psychology course was engaging.,Ms. Brown,Easy,Low,2023
8109,PS,Political Science,neutral,This Political Science course was okay.,Mr. Aditya Kumar,Easy,Medium,2023
8110,BI,Biology,neutral,This Biology course was so-so.,Ms. Dhanya Patil D,Moderate,Low,2023
8111,PS,Psychology,negative,This Psychology course was boring.,Mr. Kunal Taneja,Moderate,Low,2024
8112,PH,Physics,negative,This Physics course was difficult.,Ms. Ishu C,Difficult,Medium,2023
8113,SE,Software Engineering,neutral,This Software Engineering course was okay.,Ms. Aiman Syed C,Difficult,High,2024
8114,DS,Data Science,neutral,This Data Science course was okay.,Mr. Mohit Jain,Moderate,Low,2024
8115,PS,Psychology,positive,This Psychology course was excellent.,Ms. Syed Humera B,Easy,Low,2023
8116,PH,Physics,neutral,This Physics course was average.,Ms. Ishu C,Easy,Medium,2023
8117,LI,Literature,positive,This Literature course was engaging.,Mr. Mohit Jain,Difficult,Low,2023
8118,PS,Political Science,neutral,This Political Science course was average.,Mr. Shishirendu Jha,Difficult,High,2023
8119,SO,Sociology,neutral,This Sociology course was fair.,Mr. Mohit Jain,Easy,Medium,2023
8120,HI,History,neutral,This History course was so-so.,Ms. Arpita S C,Difficult,Low,2023
8121,ML,Machine Learning,negative,This Machine Learning course was disappointing.,Mr. Aditya Kumar,Moderate,High,2024
8122,PH,Physics,positive,This Physics course was engaging.,Ms. Arpita S C,Easy,High,2023
8123,DS,Data Science,negative,This Data Science course was difficult.,Dr. Jones,Moderate,Low,2024
8124,DS,Data Science,neutral,This Data Science course was fair.,Ms. Dhanya Patil D,Easy,Low,2023
8125,PH,Physics,positive,This Physics course was interesting.,Ms. Divya P D,Easy,High,2024
8126,SE,Software Engineering,negative,This Software Engineering course was unorganized.,Ms. Divya P D,Moderate,Medium,2023
8127,EC,Economics,neutral,This Economics course was okay.,Ms. Mukul S,Difficult,High,2023
8128,HI,History,neutral,This History course was fair.,Ms. Ishu C,Moderate,High,2024
8129,HI,History,positive,This History course was engaging.,Ms. Dhanya Patil D,Difficult,Low,2024
8130,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Kalyani Jha,Difficult,Low,2024
8131,HI,History,neutral,This History course was decent.,Mr. Aditya Kumar,Moderate,Medium,2023
8132,BI,Biology,neutral,This Biology course was so-so.,Ms. Rashi A,Difficult,Low,2024
8133,LI,Literature,negative,This Literature course was unclear.,Prof. Johnson,Difficult,Medium,2024
8134,MA,Mathematics,positive,This Mathematics course was excellent.,Mr. Amitesh Jha,Easy,High,2023
8135,PS,Psychology,negative,This Psychology course was difficult.,Mr. Abhay Kumar,Moderate,High,2023
8136,PS,Political Science,neutral,This Political Science course was decent.,Ms. Aiman Syed C,Difficult,Low,2024
8137,DS,Data Science,negative,This Data Science course was unorganized.,Ms. Brown,Difficult,High,2024
8138,CH,Chemistry,negative,This Chemistry course was disappointing.,Mr. Davis,Difficult,Medium,2024
8139,SE,Software Engineering,positive,This Software Engineering course was excellent.,Ms. Divya P D,Moderate,High,2023
8140,AI,Artificial Intelligence,positive,This Artificial Intelligence course was great.,Ms. Kalyani Jha,Difficult,High,2023
8141,MA,Mathematics,positive,This Mathematics course was great.,Mr. Davis,Easy,Medium,2024
8142,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Ms. Aiman Syed C,Difficult,Medium,2024
8143,BI,Biology,negative,This Biology course was boring.,Ms. Aiman Syed C,Difficult,Medium,2023
8144,MA,Mathematics,neutral,This Mathematics course was so-so.,Ms. Aiman Syed C,Difficult,Low,2024
8145,HI,History,neutral,This History course was okay.,Mr. Shishirendu Jha,Difficult,Low,2024
8146,PS,Psychology,neutral,This Psychology course was so-so.,Ms. Mukul S,Easy,High,2024
8147,HI,History,positive,This History course was excellent.,Ms. Mukul S,Easy,Medium,2024
8148,PS,Political Science,neutral,This Political Science course was average.,Ms. Monika P,Difficult,High,2023
8149,MA,Mathematics,positive,This Mathematics course was excellent.,Ms. Ruchika Gupta C,Easy,High,2023
8150,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unorganized.,Ms. Dhanya Patil D,Easy,Medium,2023
8151,HI,History,neutral,This History course was decent.,Prof. Johnson,Easy,Medium,2024
8152,PS,Psychology,positive,This Psychology course was interesting.,Ms. Aiman Syed C,Difficult,Low,2023
8153,CH,Chemistry,positive,This Chemistry course was excellent.,Ms. Ishu C,Moderate,High,2024
8154,HI,History,neutral,This History course was okay.,Ms. Mukul S,Easy,Medium,2023
8155,HI,History,neutral,This History course was average.,Ms. Brown,Moderate,Medium,2024
8156,DS,Data Science,positive,This Data Science course was engaging.,Prof. Johnson,Moderate,Medium,2024
8157,LI,Literature,positive,This Literature course was great.,Ms. Dhanya Patil D,Moderate,Medium,2024
8158,LI,Literature,positive,This Literature course was great.,Ms. Dhanya Patil D,Moderate,Medium,2023
8159,SO,Sociology,negative,This Sociology course was disappointing.,Ms. Ishu C,Difficult,Low,2023
8160,EC,Economics,positive,This Economics course was interesting.,Ms. Dhanya Patil D,Difficult,Low,2024
8161,SO,Sociology,neutral,This Sociology course was so-so.,Prof. Smith,Moderate,High,2023
8162,PS,Psychology,neutral,This Psychology course was fair.,Dr. Jones,Easy,Medium,2023
8163,PH,Physics,positive,This Physics course was excellent.,Mr. Kunal Taneja,Difficult,Low,2024
8164,PS,Political Science,neutral,This Political Science course was average.,Ms. Aiman Syed C,Moderate,Low,2023
8165,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Rashi A,Difficult,High,2024
8166,PS,Political Science,neutral,This Political Science course was fair.,Prof. Johnson,Difficult,High,2023
8167,SO,Sociology,positive,This Sociology course was great.,Prof. Smith,Easy,High,2024
8168,DS,Data Science,neutral,This Data Science course was so-so.,Mr. Amitesh Jha,Difficult,High,2023
8169,DS,Data Science,negative,This Data Science course was unorganized.,Ms. Brown,Moderate,Medium,2023
8170,PH,Physics,positive,This Physics course was great.,Ms. Dhanya Patil D,Difficult,Low,2023
8171,PH,Physics,negative,This Physics course was difficult.,Prof. Smith,Moderate,High,2024
8172,PS,Political Science,positive,This Political Science course was great.,Ms. Kalyani Jha,Easy,High,2023
8173,ML,Machine Learning,positive,This Machine Learning course was great.,Ms. Arpita S C,Moderate,Low,2023
8174,SO,Sociology,neutral,This Sociology course was average.,Mr. Amitesh Jha,Difficult,High,2024
8175,LI,Literature,neutral,This Literature course was average.,Ms. Ishu C,Easy,High,2023
8176,BI,Biology,positive,This Biology course was interesting.,Prof. Johnson,Easy,Low,2023
8177,PS,Political Science,negative,This Political Science course was unorganized.,Mr. Amitesh Jha,Easy,Medium,2024
8178,BI,Biology,positive,This Biology course was informative.,Ms. Aiman Syed C,Difficult,Medium,2024
8179,CH,Chemistry,neutral,This Chemistry course was decent.,Mr. Abhay Kumar,Easy,Medium,2023
8180,SE,Software Engineering,negative,This Software Engineering course was boring.,Mr. Shishirendu Jha,Moderate,Medium,2024
8181,CH,Chemistry,positive,This Chemistry course was great.,Ms. Arpita S C,Easy,Low,2023
8182,SE,Software Engineering,neutral,This Software Engineering course was so-so.,Ms. Mukul S,Moderate,Medium,2023
8183,MA,Mathematics,negative,This Mathematics course was disappointing.,Ms. Mukul S,Easy,High,2023
8184,SE,Software Engineering,negative,This Software Engineering course was difficult.,Mr. Kunal Taneja,Moderate,Medium,2024
8185,PH,Physics,neutral,This Physics course was fair.,Dr. Jones,Easy,High,2023
8186,CH,Chemistry,neutral,This Chemistry course was okay.,Mr. Shishirendu Jha,Moderate,Medium,2023
8187,DS,Data Science,neutral,This Data Science course was fair.,Ms. Arpita S C,Easy,Low,2023
8188,PS,Political Science,neutral,This Political Science course was fair.,Ms. Mukul S,Moderate,Medium,2024
8189,BI,Biology,neutral,This Biology course was fair.,Ms. Dhanya Patil D,Moderate,Medium,2024
8190,EC,Economics,negative,This Economics course was unclear.,Mr. Shishirendu Jha,Easy,Medium,2023
8191,ML,Machine Learning,positive,This Machine Learning course was great.,Mr. Mohit Jain,Difficult,Low,2024
8192,PS,Political Science,negative,This Political Science course was disappointing.,Ms. Kalyani Jha,Moderate,Low,2024
8193,ML,Machine Learning,positive,This Machine Learning course was great.,Ms. Ishu C,Easy,Medium,2024
8194,CH,Chemistry,negative,This Chemistry course was disappointing.,Dr. Jones,Easy,Medium,2023
8195,HI,History,negative,This History course was boring.,Ms. Ruchika Gupta C,Easy,High,2023
8196,CH,Chemistry,neutral,This Chemistry course was okay.,Prof. Smith,Easy,Medium,2023
8197,CS,Computer Science,neutral,This Computer Science course was fair.,Ms. Aiman Syed C,Moderate,Low,2024
8198,EC,Economics,positive,This Economics course was great.,Prof. Johnson,Moderate,Low,2023
8199,BI,Biology,neutral,This Biology course was average.,Mr. Kunal Taneja,Easy,Medium,2023
8200,HI,History,neutral,This History course was decent.,Mr. Amitesh Jha,Moderate,Medium,2024
8201,LI,Literature,negative,This Literature course was disappointing.,Dr. Jones,Easy,High,2023
8202,BI,Biology,negative,This Biology course was difficult.,Ms. Mukul S,Difficult,Low,2023
8203,EC,Economics,neutral,This Economics course was decent.,Ms. Mukul S,Easy,Medium,2023
8204,SO,Sociology,positive,This Sociology course was informative.,Mr. Amitesh Jha,Easy,Medium,2024
8205,MA,Mathematics,positive,This Mathematics course was excellent.,Ms. Rashi A,Difficult,High,2023
8206,SO,Sociology,positive,This Sociology course was informative.,Mr. Shishirendu Jha,Moderate,Low,2023
8207,EC,Economics,neutral,This Economics course was fair.,Ms. Syed Humera B,Easy,High,2023
8208,MA,Mathematics,neutral,This Mathematics course was so-so.,Mr. Abhay Kumar,Easy,Low,2024
8209,MA,Mathematics,negative,This Mathematics course was disappointing.,Ms. Rashi A,Easy,Medium,2023
8210,PS,Psychology,negative,This Psychology course was disappointing.,Mr. Kunal Taneja,Moderate,Low,2024
8211,CS,Computer Science,negative,This Computer Science course was unorganized.,Prof. Smith,Easy,Medium,2023
8212,PH,Physics,neutral,This Physics course was average.,Ms. Ruchika Gupta C,Easy,Medium,2023
8213,ML,Machine Learning,negative,This Machine Learning course was unclear.,Ms. Monika P,Difficult,Medium,2023
8214,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was fair.,Ms. Rashi A,Moderate,Medium,2024
8215,SE,Software Engineering,neutral,This Software Engineering course was fair.,Prof. Smith,Easy,Low,2024
8216,SO,Sociology,neutral,This Sociology course was average.,Ms. Syed Humera B,Moderate,Medium,2024
8217,BI,Biology,negative,This Biology course was unclear.,Mr. Shishirendu Jha,Moderate,Low,2023
8218,PS,Political Science,positive,This Political Science course was informative.,Ms. Mukul S,Easy,Medium,2023
8219,PH,Physics,positive,This Physics course was engaging.,Mr. Shishirendu Jha,Difficult,Low,2024
8220,AI,Artificial Intelligence,positive,This Artificial Intelligence course was interesting.,Ms. Mukul S,Moderate,High,2023
8221,CH,Chemistry,positive,This Chemistry course was informative.,Ms. Aiman Syed C,Moderate,High,2024
8222,BI,Biology,positive,This Biology course was engaging.,Prof. Smith,Difficult,Medium,2024
8223,HI,History,positive,This History course was engaging.,Ms. Mukul S,Moderate,Low,2023
8224,AI,Artificial Intelligence,positive,This Artificial Intelligence course was informative.,Mr. Amitesh Jha,Difficult,High,2024
8225,PS,Psychology,neutral,This Psychology course was so-so.,Ms. Arpita S C,Moderate,High,2024
8226,SO,Sociology,neutral,This Sociology course was fair.,Ms. Syed Humera B,Easy,Low,2024
8227,PH,Physics,positive,This Physics course was interesting.,Ms. Monika P,Moderate,High,2023
8228,MA,Mathematics,neutral,This Mathematics course was average.,Ms. Brown,Difficult,High,2023
8229,ML,Machine Learning,positive,This Machine Learning course was informative.,Ms. Mukul S,Difficult,Medium,2024
8230,PS,Political Science,negative,This Political Science course was unorganized.,Mr. Amitesh Jha,Easy,High,2023
8231,HI,History,negative,This History course was unclear.,Ms. Syed Humera B,Moderate,Low,2024
8232,PS,Psychology,positive,This Psychology course was informative.,Mr. Abhay Kumar,Difficult,Low,2023
8233,ML,Machine Learning,neutral,This Machine Learning course was fair.,Ms. Rashi A,Easy,Low,2024
8234,CS,Computer Science,positive,This Computer Science course was excellent.,Ms. Ruchika Gupta C,Easy,High,2024
8235,PS,Political Science,negative,This Political Science course was unorganized.,Ms. Mukul S,Easy,Medium,2024
8236,BI,Biology,positive,This Biology course was informative.,Ms. Brown,Easy,Medium,2023
8237,BI,Biology,positive,This Biology course was engaging.,Ms. Divya P D,Easy,Medium,2023
8238,BI,Biology,neutral,This Biology course was decent.,Mr. Aditya Kumar,Easy,Medium,2024
8239,PS,Political Science,positive,This Political Science course was interesting.,Ms. Aiman Syed C,Difficult,High,2023
8240,SE,Software Engineering,negative,This Software Engineering course was difficult.,Mr. Abhay Kumar,Easy,Medium,2023
8241,SO,Sociology,neutral,This Sociology course was fair.,Ms. Mukul S,Moderate,High,2023
8242,MA,Mathematics,negative,This Mathematics course was disappointing.,Ms. Ishu C,Difficult,High,2024
8243,BI,Biology,negative,This Biology course was unorganized.,Ms. Brown,Easy,Low,2024
8244,SE,Software Engineering,negative,This Software Engineering course was disappointing.,Ms. Dhanya Patil D,Moderate,Low,2024
8245,BI,Biology,negative,This Biology course was unclear.,Mr. Mohit Jain,Moderate,Low,2023
8246,LI,Literature,negative,This Literature course was difficult.,Mr. Amitesh Jha,Easy,Medium,2023
8247,PS,Psychology,negative,This Psychology course was boring.,Ms. Ishu C,Difficult,Low,2023
8248,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was okay.,Mr. Amitesh Jha,Easy,High,2023
8249,HI,History,positive,This History course was excellent.,Ms. Syed Humera B,Moderate,High,2024
8250,CH,Chemistry,neutral,This Chemistry course was fair.,Ms. Syed Humera B,Easy,High,2024
8251,DS,Data Science,positive,This Data Science course was excellent.,Ms. Divya P D,Easy,Medium,2023
8252,PS,Political Science,positive,This Political Science course was interesting.,Mr. Mohit Jain,Difficult,High,2024
8253,PH,Physics,neutral,This Physics course was so-so.,Ms. Ruchika Gupta C,Difficult,Medium,2024
8254,BI,Biology,neutral,This Biology course was so-so.,Ms. Arpita S C,Moderate,Low,2024
8255,EC,Economics,neutral,This Economics course was fair.,Ms. Syed Humera B,Difficult,High,2023
8256,ML,Machine Learning,neutral,This Machine Learning course was decent.,Ms. Syed Humera B,Moderate,Medium,2023
8257,BI,Biology,neutral,This Biology course was decent.,Mr. Mohit Jain,Difficult,Medium,2023
8258,SE,Software Engineering,negative,This Software Engineering course was boring.,Ms. Syed Humera B,Moderate,Low,2024
8259,LI,Literature,positive,This Literature course was great.,Mr. Kunal Taneja,Moderate,Medium,2023
8260,CH,Chemistry,negative,This Chemistry course was unclear.,Mr. Amitesh Jha,Easy,Low,2024
8261,PH,Physics,neutral,This Physics course was okay.,Mr. Aditya Kumar,Difficult,Medium,2024
8262,MA,Mathematics,positive,This Mathematics course was engaging.,Mr. Aditya Kumar,Easy,Low,2023
8263,MA,Mathematics,neutral,This Mathematics course was so-so.,Mr. Shishirendu Jha,Difficult,Low,2024
8264,CH,Chemistry,neutral,This Chemistry course was so-so.,Ms. Aiman Syed C,Difficult,Low,2023
8265,SE,Software Engineering,positive,This Software Engineering course was informative.,Mr. Aditya Kumar,Moderate,Medium,2023
8266,SE,Software Engineering,negative,This Software Engineering course was boring.,Ms. Monika P,Difficult,High,2023
8267,CS,Computer Science,negative,This Computer Science course was disappointing.,Ms. Ruchika Gupta C,Easy,High,2023
8268,SO,Sociology,negative,This Sociology course was unorganized.,Mr. Amitesh Jha,Moderate,Medium,2024
8269,EC,Economics,negative,This Economics course was unorganized.,Ms. Dhanya Patil D,Moderate,High,2024
8270,CH,Chemistry,negative,This Chemistry course was boring.,Ms. Divya P D,Easy,High,2023
8271,DS,Data Science,negative,This Data Science course was boring.,Ms. Ruchika Gupta C,Difficult,Low,2023
8272,SE,Software Engineering,positive,This Software Engineering course was great.,Mr. Kunal Taneja,Easy,High,2024
8273,BI,Biology,positive,This Biology course was excellent.,Mr. Aditya Kumar,Easy,High,2023
8274,LI,Literature,positive,This Literature course was interesting.,Ms. Arpita S C,Difficult,Low,2024
8275,ML,Machine Learning,negative,This Machine Learning course was disappointing.,Mr. Kunal Taneja,Easy,Medium,2023
8276,EC,Economics,neutral,This Economics course was fair.,Ms. Kalyani Jha,Easy,Low,2023
8277,CH,Chemistry,neutral,This Chemistry course was okay.,Mr. Kunal Taneja,Difficult,Medium,2023
8278,BI,Biology,positive,This Biology course was excellent.,Mr. Kunal Taneja,Difficult,High,2023
8279,PS,Psychology,neutral,This Psychology course was so-so.,Prof. Smith,Easy,Low,2023
8280,HI,History,positive,This History course was great.,Mr. Kunal Taneja,Difficult,High,2023
8281,LI,Literature,negative,This Literature course was difficult.,Ms. Ishu C,Difficult,Medium,2024
8282,BI,Biology,negative,This Biology course was boring.,Mr. Davis,Difficult,Low,2024
8283,PH,Physics,negative,This Physics course was boring.,Ms. Syed Humera B,Easy,Medium,2024
8284,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unclear.,Ms. Syed Humera B,Difficult,Medium,2023
8285,SE,Software Engineering,neutral,This Software Engineering course was fair.,Mr. Davis,Moderate,Medium,2024
8286,PH,Physics,negative,This Physics course was difficult.,Mr. Amitesh Jha,Difficult,Medium,2023
8287,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Mr. Abhay Kumar,Difficult,Medium,2023
8288,SO,Sociology,neutral,This Sociology course was average.,Ms. Aiman Syed C,Moderate,High,2023
8289,LI,Literature,positive,This Literature course was great.,Mr. Mohit Jain,Difficult,Low,2024
8290,SO,Sociology,neutral,This Sociology course was so-so.,Mr. Abhay Kumar,Easy,Low,2023
8291,EC,Economics,neutral,This Economics course was average.,Ms. Arpita S C,Moderate,Medium,2024
8292,CH,Chemistry,positive,This Chemistry course was interesting.,Ms. Ishu C,Difficult,High,2024
8293,HI,History,positive,This History course was great.,Dr. Jones,Difficult,Low,2023
8294,BI,Biology,positive,This Biology course was excellent.,Mr. Aditya Kumar,Difficult,Low,2024
8295,LI,Literature,neutral,This Literature course was okay.,Ms. Rashi A,Easy,Low,2024
8296,CS,Computer Science,negative,This Computer Science course was difficult.,Dr. Jones,Difficult,Medium,2024
8297,HI,History,positive,This History course was interesting.,Mr. Shishirendu Jha,Moderate,Low,2024
8298,LI,Literature,positive,This Literature course was interesting.,Ms. Monika P,Difficult,Medium,2023
8299,DS,Data Science,neutral,This Data Science course was fair.,Dr. Jones,Easy,High,2024
